Provider ID	Hospital Name	Address	City	State	ZIP Code	Hospital Type	Hospital Ownership	Hospital overall rating	Mortality national comparison	Safety of care national comparison	Readmission national comparison	Effectiveness of care national comparison
440156	PARKRIDGE MEDICAL CENTER	2333 MCCALLIE AVE	CHATTANOOGA	TN	37404	Acute Care Hospitals	Proprietary	3	Same as the national average	Above the national average	Same as the national average	Same as the national average
440159	DELTA MEDICAL CENTER	3000 GETWELL RD	MEMPHIS	TN	38118	Acute Care Hospitals	Proprietary	2	Not Available	Same as the national average	Same as the national average	Same as the national average
440161	TRISTAR CENTENNIAL MEDICAL CENTER	2300 PATTERSON STREET	NASHVILLE	TN	37203	Acute Care Hospitals	Proprietary	3	Same as the national average	Above the national average	Below the national average	Above the national average
440173	PARKWEST MEDICAL CENTER	9352 PARK WEST BLVD	KNOXVILLE	TN	37923	Acute Care Hospitals	Voluntary non-profit - Private	3	Below the national average	Same as the national average	Above the national average	Same as the national average
440175	SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE	HWY 43 S BOX 847	LAWRENCEBURG	TN	38464	Acute Care Hospitals	Proprietary	4	Same as the national average	Not Available	Same as the national average	Same as the national average
440176	INDIAN PATH MEDICAL CENTER	2000 BROOKSIDE DR	KINGSPORT	TN	37660	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Same as the national average	Same as the national average	Same as the national average
440180	JELLICO COMMUNITY HOSPITAL	188 HOSPITAL LANE	JELLICO	TN	37762	Acute Care Hospitals	Voluntary non-profit - Church	3	Same as the national average	Not Available	Same as the national average	Same as the national average
440181	BOLIVAR GENERAL HOSPITAL	650 NUCKOLLS ROAD	BOLIVAR	TN	38008	Acute Care Hospitals	Government - Hospital District or Authority	Not Available	Not Available	Not Available	Not Available	Same as the national average
440182	MCKENZIE REGIONAL HOSPITAL	161 HOSPITAL DRIVE	MC KENZIE	TN	38201	Acute Care Hospitals	Proprietary	3	Same as the national average	Not Available	Same as the national average	Same as the national average
440183	ST FRANCIS HOSPITAL	5959 PARK AVE	MEMPHIS	TN	38119	Acute Care Hospitals	Proprietary	3	Same as the national average	Above the national average	Same as the national average	Same as the national average
440184	FRANKLIN WOODS COMMUNITY HOSPITAL	300 MED TECH PARKWAY	JOHNSON CITY	TN	37604	Acute Care Hospitals	Voluntary non-profit - Private	4	Same as the national average	Same as the national average	Same as the national average	Same as the national average
440185	TENNOVA HEALTHCARE-CLEVELAND	2305 CHAMBLISS AVE NW	CLEVELAND	TN	37311	Acute Care Hospitals	Proprietary	2	Below the national average	Below the national average	Same as the national average	Same as the national average
440187	LIVINGSTON REGIONAL HOSPITAL	315 OAK ST BOX 550	LIVINGSTON	TN	38570	Acute Care Hospitals	Proprietary	2	Below the national average	Below the national average	Below the national average	Same as the national average
440189	TENNOVA HEALTHCARE-REGIONAL JACKSON	367 HOSPITAL BLVD	JACKSON	TN	38305	Acute Care Hospitals	Proprietary	3	Same as the national average	Above the national average	Below the national average	Same as the national average
440192	SAINT THOMAS HIGHLANDS HOSPITAL	401 SEWELL DR	SPARTA	TN	38583	Acute Care Hospitals	Proprietary	3	Same as the national average	Not Available	Same as the national average	Same as the national average
440193	TENNOVA HEALTHCARE-LEBANON	1411 BADDOUR PARKWAY	LEBANON	TN	37087	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Above the national average	Same as the national average	Same as the national average
440194	TRISTAR HENDERSONVILLE MEDICAL CENTER	355 NEW SHACKLE ISLAND RD	HENDERSONVILLE	TN	37075	Acute Care Hospitals	Voluntary non-profit - Other	3	Same as the national average	Same as the national average	Same as the national average	Same as the national average
440197	TRISTAR SOUTHERN HILLS MEDICAL CENTER	391 WALLACE RD	NASHVILLE	TN	37211	Acute Care Hospitals	Proprietary	3	Same as the national average	Above the national average	Same as the national average	Same as the national average
440200	SAINT THOMAS STONES RIVER HOSPITAL	324 DOOLITTLE ROAD	WOODBURY	TN	37190	Acute Care Hospitals	Proprietary	3	Same as the national average	Not Available	Same as the national average	Same as the national average
440218	SAINT THOMAS HOSPITAL FOR SPECIALTY SURGERY	2011 MURPHY AVENUE	NASHVILLE	TN	37203	Acute Care Hospitals	Voluntary non-profit - Other	Not Available	Not Available	Not Available	Not Available	Not Available
440227	TRISTAR STONECREST MEDICAL CENTER	200 STONECREST BOULEVARD	SMYRNA	TN	37167	Acute Care Hospitals	Proprietary	3	Same as the national average	Same as the national average	Same as the national average	Same as the national average
440228	SAINT FRANCIS BARTLETT MEDICAL CENTER	2986 KATE BOND RD	BARTLETT	TN	38133	Acute Care Hospitals	Proprietary	3	Below the national average	Above the national average	Same as the national average	Same as the national average
440231	TRUSTPOINT HOSPITAL	1009 NORTH THOMPSON LANE	MURFREESBORO	TN	37129	Acute Care Hospitals	Proprietary	Not Available	Not Available	Not Available	Not Available	Not Available
440232	HOUSTON COUNTY COMMUNITY HOSPITAL	5001 EAST MAIN STREET	ERIN	TN	37061	Acute Care Hospitals	Government - Local	3	Same as the national average	Not Available	Same as the national average	Same as the national average
441300	SAINT THOMAS HICKMAN HOSPITAL	135 EAST SWAN STREET	CENTERVILLE	TN	37033	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
441301	TROUSDALE MEDICAL CENTER	500 CHURCH STREET	HARTSVILLE	TN	37074	Critical Access Hospitals	Voluntary non-profit - Other	Not Available	Same as the national average	Not Available	Same as the national average	Not Available
441303	THREE RIVERS HOSPITAL	451 HIGHWAY 13 SOUTH	WAVERLY	TN	37185	Critical Access Hospitals	Voluntary non-profit - Private	2	Same as the national average	Not Available	Same as the national average	Same as the national average
441304	JOHNSON COUNTY COMMUNITY HOSPITAL	1901 S SHADY ST	MOUNTAIN CITY	TN	37683	Critical Access Hospitals	Voluntary non-profit - Other	Not Available	Not Available	Not Available	Not Available	Not Available
441305	MACON COUNTY GENERAL HOSPITAL	204 MEDICAL DRIVE	LAFAYETTE	TN	37083	Critical Access Hospitals	Voluntary non-profit - Private	2	Same as the national average	Not Available	Same as the national average	Same as the national average
441306	ERLANGER BLEDSOE HOSPITAL	71 WHEELERTOWN AVENUE	PIKEVILLE	TN	37367	Critical Access Hospitals	Government - Hospital District or Authority	Not Available	Not Available	Not Available	Not Available	Not Available
441307	RIVERVIEW REGIONAL MEDICAL CENTER	158 HOSPITAL DRIVE	CARTHAGE	TN	37030	Critical Access Hospitals	Proprietary	3	Same as the national average	Not Available	Same as the national average	Same as the national average
441309	MARSHALL MEDICAL CENTER	1080 NORTH ELLINGTON PARKWAY	LEWISBURG	TN	37091	Critical Access Hospitals	Government - Hospital District or Authority	Not Available	Not Available	Not Available	Not Available	Same as the national average
441310	RHEA MEDICAL CENTER	9400 RHEA COUNTY HIGHWAY	DAYTON	TN	37321	Critical Access Hospitals	Government - Local	3	Same as the national average	Not Available	Same as the national average	Same as the national average
441311	TRISTAR ASHLAND CITY MEDICAL CENTER	313 NORTH MAIN ST	ASHLAND CITY	TN	37015	Critical Access Hospitals	Proprietary	Not Available	Not Available	Not Available	Not Available	Same as the national average
441313	WELLMONT HANCOCK COUNTY HOSPITAL	1519 MAIN STREET HWY 33	SNEEDVILLE	TN	37869	Critical Access Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
441314	LAUDERDALE COMMUNITY HOSPITAL	326 ASBURY AVENUE	RIPLEY	TN	38063	Critical Access Hospitals	Proprietary	3	Same as the national average	Not Available	Same as the national average	Same as the national average
441315	COPPER BASIN MEDICAL CENTER	HIGHWAY 68	COPPERHILL	TN	37317	Critical Access Hospitals	Voluntary non-profit - Other	Not Available	Same as the national average	Not Available	Below the national average	Not Available
441316	CAMDEN GENERAL HOSPITAL	175 HOSPITAL DRIVE	CAMDEN	TN	38320	Critical Access Hospitals	Government - Hospital District or Authority	3	Same as the national average	Not Available	Same as the national average	Not Available
441319	CUMBERLAND RIVER HOSPITAL	100 OLD JEFFERSON ST	CELINA	TN	38551	Critical Access Hospitals	Physician	Not Available	Same as the national average	Not Available	Same as the national average	Not Available
443302	ST JUDE CHILDRENS RESEARCH HOSPITAL	262 DANNY THOMAS PLACE	MEMPHIS	TN	38105	Childrens	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
443303	EAST TENNESSEE CHILDRENS HOSPITAL	2018 CLINCH AVE SW	KNOXVILLE	TN	37916	Childrens	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Not Available
450002	PROVIDENCE MEMORIAL HOSPITAL	2001 N OREGON ST	EL PASO	TX	79902	Acute Care Hospitals	Proprietary	1	Below the national average	Below the national average	Same as the national average	Same as the national average
450007	PETERSON REGIONAL MEDICAL CENTER	551 HILL COUNTRY DRIVE	KERRVILLE	TX	78028	Acute Care Hospitals	Voluntary non-profit - Private	3	Below the national average	Below the national average	Above the national average	Same as the national average
450010	UNITED REGIONAL HEALTH CARE SYSTEM	1600 11TH STREET	WICHITA FALLS	TX	76301	Acute Care Hospitals	Voluntary non-profit - Private	4	Below the national average	Above the national average	Above the national average	Same as the national average
450011	ST JOSEPH REGIONAL HEALTH CENTER	2801 FRANCISCAN DR	BRYAN	TX	77802	Acute Care Hospitals	Voluntary non-profit - Private	3	Below the national average	Above the national average	Same as the national average	Same as the national average
450015	PARKLAND HEALTH AND HOSPITAL SYSTEM	5200 HARRY HINES BLVD	DALLAS	TX	75235	Acute Care Hospitals	Government - Hospital District or Authority	2	Same as the national average	Below the national average	Same as the national average	Below the national average
450018	UNIVERSITY OF TEXAS MEDICAL BRANCH	301 UNIVERSITY BOULEVARD	GALVESTON	TX	77555	Acute Care Hospitals	Government - State	2	Same as the national average	Same as the national average	Below the national average	Below the national average
450021	BAYLOR UNIVERSITY MEDICAL CENTER	3500 GASTON AVE	DALLAS	TX	75246	Acute Care Hospitals	Voluntary non-profit - Church	4	Below the national average	Same as the national average	Above the national average	Above the national average
450023	CITIZENS MEDICAL CENTER	2701 HOSPITAL DRIVE	VICTORIA	TX	77901	Acute Care Hospitals	Voluntary non-profit - Other	5	Above the national average	Above the national average	Above the national average	Same as the national average
450024	UNIVERSITY MEDICAL CENTER OF EL PASO	4815 ALAMEDA AVE	EL PASO	TX	79905	Acute Care Hospitals	Government - Hospital District or Authority	2	Same as the national average	Below the national average	Same as the national average	Same as the national average
450028	VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE	1040 W JEFFERSON ST	BROWNSVILLE	TX	78520	Acute Care Hospitals	Proprietary	3	Same as the national average	Same as the national average	Same as the national average	Same as the national average
450029	LAREDO MEDICAL CENTER	1700 EAST SAUNDERS	LAREDO	TX	78044	Acute Care Hospitals	Voluntary non-profit - Church	3	Same as the national average	Above the national average	Same as the national average	Below the national average
450032	GOOD SHEPHERD MEDICAL CENTER MARSHALL	811 S WASHINGTON	MARSHALL	TX	75670	Acute Care Hospitals	Voluntary non-profit - Private	3	Above the national average	Same as the national average	Below the national average	Same as the national average
450033	VHS HARLINGEN HOSPITAL COMPANY LLC	2101 PEASE ST	HARLINGEN	TX	78550	Acute Care Hospitals	Proprietary	4	Above the national average	Above the national average	Above the national average	Same as the national average
450034	CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH	2830 CALDER AVENUE	BEAUMONT	TX	77702	Acute Care Hospitals	Voluntary non-profit - Church	3	Same as the national average	Above the national average	Same as the national average	Below the national average
450035	ST JOSEPH MEDICAL CENTER	1401 ST. JOSEPH PARKWAY	HOUSTON	TX	77002	Acute Care Hospitals	Proprietary	3	Same as the national average	Same as the national average	Same as the national average	Same as the national average
450037	GOOD SHEPHERD MEDICAL CENTER	700 EAST MARSHALL AVENUE	LONGVIEW	TX	75601	Acute Care Hospitals	Voluntary non-profit - Private	3	Below the national average	Above the national average	Below the national average	Same as the national average
450039	JPS HEALTH NETWORK	1500 S MAIN ST	FORT WORTH	TX	76104	Acute Care Hospitals	Government - Hospital District or Authority	2	Same as the national average	Below the national average	Same as the national average	Same as the national average
450040	COVENANT MEDICAL CENTER	3615 19TH STREET	LUBBOCK	TX	79410	Acute Care Hospitals	Voluntary non-profit - Church	3	Same as the national average	Same as the national average	Above the national average	Below the national average
450042	PROVIDENCE HEALTH CENTER	6901 MEDICAL PARKWAY	WACO	TX	76712	Acute Care Hospitals	Government - Hospital District or Authority	2	Below the national average	Below the national average	Above the national average	Same as the national average
450044	UT SOUTHWESTERN UNIVERSITY HOSPITAL	6201 HARRY HINES BLVD	DALLAS	TX	75390	Acute Care Hospitals	Government - State	3	Same as the national average	Below the national average	Same as the national average	Above the national average
450046	CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI	600 ELIZABETH STREET	CORPUS CHRISTI	TX	78404	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Above the national average	Above the national average	Same as the national average
450051	METHODIST DALLAS MEDICAL CENTER	1441 NORTH BECKLEY AVENUE	DALLAS	TX	75203	Acute Care Hospitals	Voluntary non-profit - Other	3	Below the national average	Above the national average	Same as the national average	Same as the national average
450054	SCOTT & WHITE MEDICAL CENTER - TEMPLE	2401 S  31ST ST	TEMPLE	TX	76508	Acute Care Hospitals	Voluntary non-profit - Private	4	Above the national average	Above the national average	Below the national average	Above the national average
450055	ROLLING PLAINS MEMORIAL HOSPITAL	200 E ARIZONA	SWEETWATER	TX	79556	Acute Care Hospitals	Government - Hospital District or Authority	4	Same as the national average	Not Available	Same as the national average	Same as the national average
450056	SETON MEDICAL CENTER AUSTIN	1201 W 38TH ST	AUSTIN	TX	78705	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Same as the national average	Above the national average	Same as the national average
450058	BAPTIST MEDICAL CENTER	111 DALLAS STREET	SAN ANTONIO	TX	78205	Acute Care Hospitals	Proprietary	3	Same as the national average	Above the national average	Above the national average	Same as the national average
